user_id,record_date,silicate
1,2021/2/14,1.88955812
1,2021/2/15,1.12261685
1,2021/2/16,1.33888176
1,2021/2/17,1.33385365
1,2021/2/18,2.24346403
1,2021/2/19,0.95314988
1,2021/2/20,1.73141142
1,2021/2/21,2.62517904
1,2021/2/22,2.37655445
1,2021/2/23,2.49874595
1,2021/2/24,2.47250989
1,2021/2/25,1.80334991
1,2021/2/26,1.13559443
1,2021/2/27,1.66436059
1,2021/2/28,0.90286878
1,2021/3/1,1.55933208
1,2021/3/2,1.69447307
1,2021/3/3,1.63584924
1,2021/3/4,1.99941811
1,2021/3/5,2.44472888
1,2021/3/6,2.26447535
1,2021/3/7,3.1988892
1,2021/3/8,2.77546054
1,2021/3/9,2.74773571
1,2021/3/10,1.19829131
1,2021/3/11,0.57477758
1,2021/3/12,0.32814738
1,2021/3/13,0.46609737
1,2021/3/14,1.0376446
1,2021/3/15,1.13435847
1,2021/3/16,1.79812517
1,2021/3/17,2.57722941
1,2021/3/18,2.09503647
1,2021/3/19,2.96473096
1,2021/3/20,2.25874499
1,2021/3/21,2.68956132
1,2021/3/22,2.25130114
1,2021/3/23,0.79674476
1,2021/3/24,0.5367999
1,2021/3/25,1.8059061
1,2021/3/26,1.3056232
1,2021/3/27,1.37399426
1,2021/3/28,1.33520197
1,2021/3/29,2.7890561
1,2021/3/30,2.27812709
1,2021/3/31,2.18239637
1,2021/4/1,2.54088095
1,2021/4/2,2.69509505
1,2021/4/3,1.68222583
1,2021/4/4,1.73705751
1,2021/4/5,1.00761639
1,2021/4/6,0.24199535
1,2021/4/7,1.06958293
1,2021/4/8,1.7424227
1,2021/4/9,1.86663668
1,2021/4/10,2.41309954
1,2021/4/11,1.17034176
1,2021/4/12,2.16458731
1,2021/4/13,3.77125104
1,2021/4/14,3.11259672
1,2021/4/15,2.57953279
1,2021/4/16,1.66632689
1,2021/4/17,0.83896403
1,2021/4/18,0.58165963
1,2021/4/19,1.00528492
1,2021/4/20,2.22812689
1,2021/4/21,2.01694627
1,2021/4/22,2.84029226
1,2021/4/23,0.42531069
1,2021/4/24,0.08592731
1,2021/4/25,1.65011896
1,2021/4/26,1.47177555
1,2021/4/27,0.52960886
1,2021/4/28,1.65447291
1,2021/4/29,0.41592863
1,2021/4/30,0.78123908
1,2021/5/1,1.02143667
1,2021/5/2,2.36821172
1,2021/5/3,4.8452441
1,2021/5/4,4.4722089
1,2021/5/5,1.57186022
1,2021/5/6,2.34669478
1,2021/5/7,3.07793366
1,2021/5/8,2.58068448
1,2021/5/9,1.07525711
1,2021/5/10,1.24177463
1,2021/5/11,1.01947037
1,2021/5/12,0.54800781
1,2021/5/13,0.46831648
1,2021/5/14,2.02483956
1,2021/5/15,1.26003313
1,2021/5/16,2.990034692
1,2021/5/17,2.32590818
1,2021/5/18,2.64133079
1,2021/5/19,3.46206441
1,2021/5/20,2.84843836
1,2021/5/21,2.40801525
1,2021/5/22,1.4966352
1,2021/5/23,1.55725342
1,2021/5/24,0.98362753
1,2021/5/25,1.43228101
1,2021/5/26,3.20363641
1,2021/5/27,2.14068272
1,2021/5/28,3.77852635
1,2021/5/29,4.48782694
1,2021/5/30,4.46358527
1,2021/5/31,3.59830091
1,2021/6/1,3.07450668
1,2021/6/2,1.27933096
1,2021/6/3,2.15866032
1,2021/6/4,1.86323779
1,2021/6/5,1.92453017
1,2021/6/6,2.6865276
1,2021/6/7,1.43649451
1,2021/6/8,2.36835217
1,2021/6/9,3.17082729
1,2021/6/10,2.25509329
1,2021/6/11,2.51784715
1,2021/6/12,2.29276198
1,2021/6/13,1.87863111
1,2021/6/14,1.16725186
1,2021/6/15,1.13668994
1,2021/6/16,1.49582059
1,2021/6/17,1.75261937
1,2021/6/18,1.96638427
1,2021/6/19,1.84624334
1,2021/6/20,2.15273333
1,2021/6/21,1.65531561
1,2021/6/22,1.54121403
1,2021/6/23,2.75939306
1,2021/6/24,3.17335539
1,2021/6/25,2.7657414
1,2021/6/26,1.70621469
1,2021/6/27,1.05522894
1,2021/6/28,1.57663552
1,2021/6/29,0.54505836
1,2021/6/30,1.03938618
1,2021/7/1,0.95180156
1,2021/7/2,2.42144227
1,2021/7/3,2.69956136
1,2021/7/4,2.0345587
1,2021/7/5,3.20540608
1,2021/7/6,1.98037309
1,2021/7/7,3.06905722
1,2021/7/8,2.21627291
1,2021/7/9,0.0806183
1,2021/7/10,1.25652188
1,2021/7/11,1.87419289
1,2021/7/12,1.48424751
1,2021/7/13,1.25152186
1,2021/7/14,1.88559743
1,2021/7/15,2.85515187
1,2021/7/16,1.90750763
1,2021/7/17,2.10408145
1,2021/7/18,2.56818443
1,2021/7/19,2.94054547
1,2021/7/20,1.29913441
1,2021/7/21,1.761243
1,2021/7/22,0.75525583
1,2021/7/23,0.94882402
1,2021/7/24,0.9435431
1,2021/7/25,2.17017722
1,2021/7/26,2.25596408
1,2021/7/27,2.66894326
1,2021/7/28,1.62607392
1,2021/7/29,1.87329401
1,2021/7/30,3.60866612
1,2021/7/31,3.18225992
1,2021/8/1,2.67871858
1,2021/8/2,1.2393308
1,2021/8/3,0.71834557
1,2021/8/4,0.99705455
1,2021/8/5,1.4162978
1,2021/8/6,2.50911116
1,2021/8/7,2.51762243
1,2021/8/8,2.99079848
1,2021/8/9,0.40556342
1,2021/8/10,0.93657678
1,2021/8/11,1.8938278
1,2021/8/12,1.67818087
1,2021/8/13,0.6755645
1,2021/8/14,1.34337616
1,2021/8/15,0.66399142
1,2021/8/16,0.72935685
1,2021/8/17,1.34994922
1,2021/8/18,2.63245435
1,2021/8/19,4.7873787
1,2021/8/20,4.8890645
1,2021/8/21,2.03360364
1,2021/8/22,2.36169484
1,2021/8/23,2.99697828
1,2021/8/24,0.67438472
1,2021/8/25,1.04090304
1,2021/8/26,1.19506096
1,2021/8/27,0.52424367
1,2021/8/28,0.61267099
1,2021/8/29,0.51205261
1,2021/8/30,2.2309078
1,2021/8/31,2.00458667
1,2021/9/1,3.392089263
1,2021/9/2,2.07660943
1,2021/9/3,2.68812873
1,2021/9/4,3.30102444
1,2021/9/5,2.76492679
1,2021/9/6,2.51253814
1,2021/9/7,1.41801129
1,2021/9/8,1.39357299
1,2021/9/9,0.88154847
1,2021/9/10,1.92242342
1,2021/9/11,2.44301539
1,2021/9/12,2.46655481
1,2021/9/13,4.15484808
1,2021/9/14,4.82794066
1,2021/9/15,4.3185566
1,2021/9/16,3.61346951
1,2021/9/17,3.28096818
1,2021/9/18,3.49029486
1,2021/9/19,2.25919443
1,2021/9/20,1.82065335
1,2021/9/21,1.16360016
1,2021/9/22,2.35014985
1,2021/9/23,1.83028822
1,2021/9/24,2.11989612
1,2021/9/25,3.30883346
1,2021/9/26,3.35624938
1,2021/9/27,3.63658758
1,2021/9/28,2.47579642
1,2021/9/29,2.23840783
1,2021/9/30,1.13076295
1,2021/10/1,1.05003229
1,2021/10/2,1.3474773
1,2021/10/3,1.61054015
1,2021/10/4,2.01812605
1,2021/10/5,1.58980973
1,2021/10/6,2.36961622
1,2021/10/7,1.98082253
1,2021/10/8,1.83885567
1,2021/10/9,3.67341357
1,2021/10/10,2.00992377
1,2021/10/11,2.90318577
1,2021/10/12,1.15963947
1,2021/10/13,1.45997775
1,2021/10/14,0.17533778
1,2021/10/15,0.94236332
1,2021/10/16,1.1820272
1,2021/10/17,1.24708364
1,2021/10/18,2.04228345
1,2021/10/19,2.03495196
1,2021/10/20,2.3295037
1,2021/10/21,3.54144675
1,2021/10/22,1.71214168
1,2021/10/23,3.03936609
1,2021/10/24,2.84461812
1,2021/10/25,0.04162938
1,2021/10/26,0.05977552
1,2021/10/27,0.97306569
1,2021/10/28,1.62596156
1,2021/10/29,1.46183169
1,2021/10/30,2.02868789
1,2021/10/31,3.00728731
1,2021/11/1,2.15711537
1,2021/11/2,2.25427868
1,2021/11/3,2.86239909
1,2021/11/4,3.08046176
1,2021/11/5,1.30348836
1,2021/11/6,2.1559075
1,2021/11/7,1.16480803
1,2021/11/8,0.73477822
1,2021/11/9,0.84873935
1,2021/11/10,2.23003701
1,2021/11/11,2.1604019
1,2021/11/12,2.72144347
1,2021/11/13,3.24886131
1,2021/11/14,1.92155263
1,2021/11/15,3.33647402
1,2021/11/16,3.15099575
1,2021/11/17,2.87105081
1,2021/11/18,1.76599021
1,2021/11/19,1.08205489
1,2021/11/20,0.80517176
1,2021/11/21,1.44393836
1,2021/11/22,2.21807067
1,2021/11/23,2.22425047
1,2021/11/24,2.72397157
1,2021/11/25,1.51978136
1,2021/11/26,2.66913989
1,2021/11/27,2.14655353
1,2021/11/28,1.98663716
1,2021/11/29,1.18008899
1,2021/11/30,1.66306845
1,2021/12/1,0.80848638
1,2021/12/2,0.75267155
1,2021/12/3,1.83986691
1,2021/12/4,3.0938326
1,2021/12/5,4.60676
1,2021/12/6,4.7677157
1,2021/12/7,1.26455562
1,2021/12/8,2.27764956
1,2021/12/9,2.88548907
1,2021/12/10,2.49340885
1,2021/12/11,0.77174466
1,2021/12/12,1.69705735
1,2021/12/13,0.78556494
1,2021/12/14,0.58547987
1,2021/12/15,1.58157936
1,2021/12/16,2.4530997
1,2021/12/17,1.66829319
1,2021/12/18,3.138668906
1,2021/12/19,3.36964831
1,2021/12/20,2.83650011
1,2021/12/21,2.99675356
1,2021/12/22,2.70700521
1,2021/12/23,1.99163718
1,2021/12/24,1.13992029
1,2021/12/25,0.87317765
1,2021/12/26,1.26199943
1,2021/12/27,2.08857577
1,2021/12/28,2.24675056
1,2021/12/29,3.01147272
1,2021/12/30,4.11338724
1,2021/12/31,4.43695595
1,2022/1/1,4.21998879
1,2022/1/2,3.1974847
1,2022/1/3,2.85742716
1,2022/1/4,2.27321134
1,2022/1/5,1.55348936
1,2022/1/6,1.73927662
1,2022/1/7,1.74219798
1,2022/1/8,2.43944796
1,2022/1/9,1.94992353
1,2022/1/10,2.39346463
1,2022/1/11,2.84152822
1,2022/1/12,3.14914181
1,2022/1/13,2.67149945
1,2022/1/14,2.56655521
1,2022/1/15,1.91896835
1,2022/1/16,1.35483688
1,2022/1/17,1.66832128
1,2022/1/18,1.07284137
1,2022/1/19,1.18587553
1,2022/1/20,1.54857361
1,2022/1/21,1.87615919
1,2022/1/22,2.57116197
1,2022/1/23,1.82054099
1,2022/1/24,1.08747626
1,2022/1/25,3.0837202
1,2022/1/26,2.0679858
1,2022/1/27,2.9707984
1,2022/1/28,1.28447143
1,2022/1/29,1.18770138
1,2022/1/30,0.6238789
1,2022/1/31,0.91621153
1,2022/2/1,1.05171769
1,2022/2/2,1.38865724
1,2022/2/3,1.6424223
1,2022/2/4,2.98776476
1,2022/2/5,2.30832384
1,2022/2/6,3.4786656
1,2022/2/7,2.28927882
1,2022/2/8,3.0738887
1,2022/2/9,2.44281876
1,2022/2/10,0.03918555
1,2022/2/11,0.30960798
1,2022/2/12,2.26183489
1,2022/2/13,1.52455666
1,2022/2/14,1.58551196
1,2022/2/15,1.83278823
1,2022/2/16,2.91324199
1,2022/2/17,1.37427516
1,2022/2/18,3.41358107
1,2022/2/19,2.76338184
1,2022/2/20,2.72537607
1,2022/2/21,1.32983678
1,2022/2/22,2.35691954
1,2022/2/23,0.76275586
1,2022/2/24,0.45275462
1,2022/2/25,0.87087427
1,2022/2/26,2.2494472
1,2022/2/27,2.30975643
1,2022/2/28,2.64402743
1,2022/3/1,2.86655641
1,2022/3/2,1.90172109
1,2022/3/3,3.2340017
1,2022/3/4,3.07666961
1,2022/3/5,3.07574264
1,2022/3/6,2.2890541
1,2022/3/7,0.85694163
1,2022/3/8,0.61856989
1,2022/3/9,1.65764708
1,2022/3/10,2.53242586
1,2022/3/11,2.45750983
1,2022/3/12,2.69647146
1,2022/3/13,2.43256591
1,2022/3/14,1.7848386
1,2022/3/15,2.99725918
1,2022/3/16,1.87615919
1,2022/3/17,0.62623846
1,2022/3/18,1.63054023
1,2022/3/19,0.5544966
1,2022/3/20,1.26952755
1,2022/3/21,1.74688901
1,2022/3/22,2.44649855
1,2022/3/23,5.0351325
1,2022/3/24,4.235972
1,2022/3/25,2.57512266
1,2022/3/26,2.90121947
1,2022/3/27,2.98107934
1,2022/3/28,2.64995442
1,2022/3/29,1.43166303
1,2022/3/30,2.07703078
1,2022/3/31,0.95795327
1,2022/4/1,0.87626755
1,2022/4/2,2.00753612
1,2022/4/3,2.37029038
1,2022/4/4,1.78975435
1,2022/4/5,3.1018196
1,2022/4/6,3.51301967
1,2022/4/7,2.9334387
1,2022/4/8,3.02841099
1,2022/4/9,2.75031999
1,2022/4/10,2.33748126
1,2022/4/11,0.92455426
1,2022/4/12,0.87587429
1,2022/4/13,1.86562544
1,2022/4/14,1.955064
1,2022/4/15,2.04790145
1,2022/4/16,2.97211863
1,2022/4/17,3.9705215
1,2022/4/18,4.18439876
1,2022/4/19,3.21956344
1,2022/4/20,3.15335531
1,2022/4/21,2.89223067
1,2022/4/22,2.69273549
1,2022/4/23,2.09433422
1,2022/4/24,1.39115725
1,2022/4/25,1.13565061
1,2022/4/26,2.30624518
1,2022/4/27,1.65461336
1,2022/4/28,2.4932684
1,2022/4/29,2.64829711
1,2022/4/30,2.80194941
1,2022/5/1,3.30546266
1,2022/5/2,1.94809768
1,2022/5/3,2.28248104
1,2022/5/4,1.61363005
1,2022/5/5,1.20258908
1,2022/5/6,0.91514411
1,2022/5/7,1.13244835
1,2022/5/8,1.50641052
1,2022/5/9,1.79301279
1,2022/5/10,1.76379919
1,2022/5/11,1.2056228
1,2022/5/12,2.14329509
1,2022/5/13,2.61849362
1,2022/5/14,2.5637743
1,2022/5/15,2.87605083
1,2022/5/16,1.38893814
1,2022/5/17,1.59745021
1,2022/5/18,1.05517276
1,2022/5/19,0.45469283
1,2022/5/20,1.10202688
1,2022/5/21,1.13017306
1,2022/5/22,1.35315148
1,2022/5/23,2.92886003
1,2022/5/24,2.93082633
1,2022/5/25,3.32742904
1,2022/5/26,2.4834369
1,2022/5/27,2.97815798
1,2022/5/28,2.55470123
1,2022/5/29,0.20025361
1,2022/5/30,1.42930347
1,2022/5/31,2.14910972
1,2022/6/1,0.896071
1,2022/6/2,1.47655085
1,2022/6/3,1.71711361
1,2022/6/4,2.34652624
1,2022/6/5,1.69913601
1,2022/6/6,2.50349316
1,2022/6/7,2.70251081
1,2022/6/8,2.1969189
1,2022/6/9,1.5219162
1,2022/6/10,2.15930639
1,2022/6/11,1.78646782
1,2022/6/12,0.28637755
1,2022/6/13,0.80503131
1,2022/6/14,1.94138417
1,2022/6/15,2.41807147
1,2022/6/16,2.86138785
1,2022/6/17,2.85742716
1,2022/6/18,2.8943936
1,2022/6/19,3.37827194
1,2022/6/20,2.88902841
1,2022/6/21,2.84922488
1,2022/6/22,2.03663736
1,2022/6/23,0.66508693
1,2022/6/24,0.52845717
1,2022/6/25,1.52848926
1,2022/6/26,2.39374553
1,2022/6/27,2.37318365
1,2022/6/28,2.79627523
1,2022/6/29,2.58641484
1,2022/6/30,2.64472968
1,2022/7/1,2.45868961
1,2022/7/2,1.89430533
1,2022/7/3,1.01374001
1,2022/7/4,2.01851931
1,2022/7/5,0.40609713
1,2022/7/6,1.30655017
1,2022/7/7,1.99941811
1,2022/7/8,3.5045084
1,2022/7/9,4.3938378
1,2022/7/10,4.2960846
1,2022/7/11,2.80082581
1,2022/7/12,2.81919667
1,2022/7/13,2.97223099
1,2022/7/14,2.88742728
1,2022/7/15,1.3809044
1,2022/7/16,1.85475461
1,2022/7/17,1.32458395
1,2022/7/18,0.93812173
1,2022/7/19,1.4323091
1,2022/7/20,1.77290035
1,2022/7/21,1.66391115
1,2022/7/22,2.993062065
1,2022/7/23,3.44717671
1,2022/7/24,2.58029122
1,2022/7/25,2.83332594
1,2022/7/26,2.73453341
1,2022/7/27,2.12349164
1,2022/7/28,0.7699469
1,2022/7/29,1.08334703
1,2022/7/30,1.55318037
1,2022/7/31,2.45054351
1,2022/8/1,2.67944892
1,2022/8/2,2.91900044
1,2022/8/3,3.7966444
1,2022/8/4,3.63046396
1,2022/8/5,3.1677093
1,2022/8/6,3.12877656
1,2022/8/7,3.27206365
1,2022/8/8,1.70528772
1,2022/8/9,2.21410998
1,2022/8/10,1.7457935
1,2022/8/11,1.72256307
1,2022/8/12,2.43843672
1,2022/8/13,1.21132507
1,2022/8/14,2.08868813
1,2022/8/15,3.12537767
1,2022/8/16,2.43262209
1,2022/8/17,2.26568322
1,2022/8/18,3.58355366
1,2022/8/19,2.69458943
1,2022/8/20,1.79641168
1,2022/8/21,2.5491675
1,2022/8/22,1.3584324
1,2022/8/23,1.39848874
1,2022/8/24,1.47632613
1,2022/8/25,1.99506416
1,2022/8/26,1.39722469
1,2022/8/27,1.56309614
1,2022/8/28,2.20587961
1,2022/8/29,3.14498449
1,2022/8/30,3.05484368
1,2022/8/31,3.75585772
1,2022/9/1,1.40848878
1,2022/9/2,1.53155107
1,2022/9/3,0.83163254
1,2022/9/4,1.72407993
1,2022/9/5,1.26730844
1,2022/9/6,1.44846085
1,2022/9/7,2.11941859
1,2022/9/8,2.30863283
1,2022/9/9,1.43045516
1,2022/9/10,3.50532301
1,2022/9/11,2.5553473
1,2022/9/12,4.24389338
1,2022/9/13,2.49543133
1,2022/9/14,0.53517068
1,2022/9/15,1.94441789
1,2022/9/16,2.03357555
1,2022/9/17,1.40205617
1,2022/9/18,1.26374101
1,2022/9/19,3.74613858
1,2022/9/20,3.10995626
1,2022/9/21,1.13753264
1,2022/9/22,2.66793202
1,2022/9/23,2.78731452
1,2022/9/24,2.95683767
1,2022/9/25,1.91160877
1,2022/9/26,1.18388114
1,2022/9/27,1.43416304
1,2022/9/28,0.99750399
1,2022/9/29,0.78441325
1,2022/9/30,2.19436271
1,2022/10/1,2.379223
1,2022/10/2,3.02391659
1,2022/10/3,3.29872106
1,2022/10/4,2.56169564
1,2022/10/5,3.35150217
1,2022/10/6,2.99669738
1,2022/10/7,2.75453349
1,2022/10/8,2.19910992
1,2022/10/9,0.66885099
1,2022/10/10,1.2553421
1,2022/10/11,1.88320978
1,2022/10/12,2.6089992
1,2022/10/13,2.70107822
1,2022/10/14,2.99346703
1,2022/10/15,2.57604963
1,2022/10/16,1.99262033
1,2022/10/17,2.56312823
1,2022/10/18,1.58281532
1,2022/10/19,0.90598677
1,2022/10/20,2.22888532
1,2022/10/21,0.94202624
1,2022/10/22,0.79168856
1,2022/10/23,1.91913689
1,2022/10/24,3.2233275
1,2022/10/25,4.2533878
1,2022/10/26,4.3581635
1,2022/10/27,3.6202392
1,2022/10/28,2.7061906
1,2022/10/29,2.84284845
1,2022/10/30,1.33924693
1,2022/10/31,0.85320566
1,2022/11/1,2.29059905
1,2022/11/2,0.8432618
1,2022/11/3,0.48786712
1,2022/11/4,1.57393888
1,2022/11/5,2.2960766
1,2022/11/6,2.02006426
1,2022/11/7,2.980692156
1,2022/11/8,2.73658398
1,2022/11/9,2.60708908
1,2022/11/10,2.84885971
1,2022/11/11,2.76588185
1,2022/11/12,0.03039338
1,2022/11/13,1.04958285
1,2022/11/14,0.88609905
1,2022/11/15,1.71295629
1,2022/11/16,2.50273473
1,2022/11/17,3.05178187
1,2022/11/18,3.29133339
1,2022/11/19,3.8269816
1,2022/11/20,4.23771358
1,2022/11/21,2.81793262
1,2022/11/22,2.96610737
1,2022/11/23,3.09731576
1,2022/11/24,1.37090436
1,2022/11/25,1.76469807
1,2022/11/26,1.9707944
1,2022/11/27,1.05632445
1,2022/11/28,1.92208634
1,2022/11/29,1.87986707
1,2022/11/30,2.33492507
1,2022/12/1,1.6137705
1,2022/12/2,2.21416616
1,2022/12/3,2.41647034
1,2022/12/4,2.42335239
1,2022/12/5,1.90340649
1,2022/12/6,1.12118426
1,2022/12/7,1.02098723
1,2022/12/8,0.9769702
1,2022/12/9,1.06691438
1,2022/12/10,1.30655017
1,2022/12/11,1.53615783
1,2022/12/12,1.87040074
1,2022/12/13,1.07941443
1,2022/12/14,1.63461328
1,2022/12/15,2.40807143
1,2022/12/16,1.40188763
1,2022/12/17,3.12765296
1,2022/12/18,0.97048141
1,2022/12/19,1.16031363
1,2022/12/20,1.44273049
1,2022/12/21,2.0581543
1,2022/12/22,0.95413303
1,2022/12/23,1.15017314
1,2022/12/24,1.1064651
1,2022/12/25,1.56157928
1,2022/12/26,1.34621325
1,2022/12/27,3.31223235
1,2022/12/28,1.88253562
1,2022/12/29,2.92717463
1,2022/12/30,2.13984002
1,2022/12/31,1.789333
1,2023/1/1,2.18871662
1,2023/1/2,1.48579246
1,2023/1/3,1.28219614
1,2023/1/4,1.21385317
1,2023/1/5,1.67228197
1,2023/1/6,2.63433638
1,2023/1/7,1.05629636
1,2023/1/8,3.15189463
1,2023/1/9,2.94487133
1,2023/1/10,3.08619212
1,2023/1/11,2.05663744
1,2023/1/12,2.29953167
1,2023/1/13,1.72469791
1,2023/1/14,0.67227797
1,2023/1/15,0.5314628
1,2023/1/16,1.55230958
1,2023/1/17,2.15321086
1,2023/1/18,2.44121763
1,2023/1/19,2.45998175
1,2023/1/20,1.30862883
1,2023/1/21,3.14405752
1,2023/1/22,3.44478906
1,2023/1/23,1.61941659
1,2023/1/24,1.6438268
1,2023/1/25,0.91317781
1,2023/1/26,0.62505868
1,2023/1/27,1.19567894
1,2023/1/28,1.76677673
1,2023/1/29,1.16354398
1,2023/1/30,1.97579442
1,2023/1/31,2.58492607
1,2023/2/1,2.58394292
1,2023/2/2,1.88382776
1,2023/2/3,1.87413671
1,2023/2/4,0.845509
1,2023/2/5,1.44854512
1,2023/2/6,1.20722393
1,2023/2/7,2.39714442
1,2023/2/8,1.20157784
1,2023/2/9,2.64003865
1,2023/2/10,3.9314764
1,2023/2/11,3.4272609
1,2023/2/12,2.46711661
1,2023/2/13,3.5275422
1,2023/2/14,3.14942271
1,2023/2/15,2.21059873
1,2023/2/16,1.9421426
1,2023/2/17,1.62888292
1,2023/2/18,1.43303944
1,2023/2/19,0.73494676
1,2023/2/20,1.36902233
1,2023/2/21,2.03104745
1,2023/2/22,1.57267483
1,2023/2/23,2.246277682
1,2023/2/24,2.1547839
1,2023/2/25,2.42394228
1,2023/2/26,2.96922536
1,2023/2/27,3.48883418
1,2023/2/28,2.18517728
1,2023/3/1,1.11986403
1,2023/3/2,1.96014829
1,2023/3/3,2.31256543
1,2023/3/4,2.32927898
1,2023/3/5,2.49638639
1,2023/3/6,3.09843936
1,2023/3/7,3.16225984
1,2023/3/8,3.45886215
1,2023/3/9,3.5573176
1,2023/3/10,2.93225892
1,2023/3/11,3.23369271
1,2023/3/12,1.12615619
1,2023/3/13,1.74219798
1,2023/3/14,1.50818019
1,2023/3/15,0.91314972
1,2023/3/16,2.69501078
1,2023/3/17,1.84593435
1,2023/3/18,2.58276314
1,2023/3/19,2.80079772
1,2023/3/20,3.35667073
1,2023/3/21,2.89206213
1,2023/3/22,3.43352497
1,2023/3/23,2.15430637
1,2023/3/24,1.61983794
1,2023/3/25,1.89281656
1,2023/3/26,1.09874035
1,2023/3/27,1.12910564
1,2023/3/28,2.28245295
1,2023/3/29,1.37025829
1,2023/3/30,2.68958941
1,2023/3/31,1.15135292
1,2023/4/1,1.29171865
1,2023/4/2,2.25596408
1,2023/4/3,2.78509541
1,2023/4/4,3.24619276
1,2023/4/5,2.55717315
1,2023/4/6,1.46961262
1,2023/4/7,2.47015033
1,2023/4/8,1.91486721
1,2023/4/9,0.97230726
1,2023/4/10,1.57761867
1,2023/4/11,1.69374273
1,2023/4/12,2.40048713
1,2023/4/13,1.72486645
1,2023/4/14,3.28891765
1,2023/4/15,2.16034572
1,2023/4/16,3.03574248
1,2023/4/17,2.74543233
1,2023/4/18,2.00700241
1,2023/4/19,2.42020631
1,2023/4/20,2.36933532
1,2023/4/21,1.70613042
1,2023/4/22,1.4283765
1,2023/4/23,1.83422082
1,2023/4/24,2.51590894
1,2023/4/25,0.93944196
1,2023/4/26,1.26514551
1,2023/4/27,2.73501094
1,2023/4/28,2.29759346
1,2023/4/29,2.14939062
1,2023/4/30,2.40214444
1,2023/5/1,1.14536975
1,2023/5/2,0.53991789
1,2023/5/3,1.15699901
1,2023/5/4,1.68261909
1,2023/5/5,1.98857537
1,2023/5/6,2.56562824
1,2023/5/7,1.98495176
1,2023/5/8,2.14292992
1,2023/5/9,3.59408741
1,2023/5/10,3.13349568
1,2023/5/11,2.68913997
1,2023/5/12,1.44489342
1,2023/5/13,1.69590566
1,2023/5/14,0.40671511
1,2023/5/15,1.84514783
1,2023/5/16,2.47065595
1,2023/5/17,2.37413871
1,2023/5/18,2.27026189
1,2023/5/19,2.70458947
1,2023/5/20,2.87152834
1,2023/5/21,1.92172117
1,2023/5/22,1.8587153
1,2023/5/23,0.83522806
1,2023/5/24,1.68761911
1,2023/5/25,1.22230826
1,2023/5/26,2.2427056
1,2023/5/27,1.97306969
1,2023/5/28,2.842708
1,2023/5/29,3.6084414
1,2023/5/30,3.266867
1,2023/5/31,4.8915926
1,2023/6/1,1.68082133
1,2023/6/2,2.66835337
1,2023/6/3,3.10602366
1,2023/6/4,2.22104821
1,2023/6/5,1.81812525
1,2023/6/6,1.9033784
1,2023/6/7,1.08885267
1,2023/6/8,1.25180276
1,2023/6/9,1.59632661
1,2023/6/10,1.5471972
1,2023/6/11,2.711907071
1,2023/6/12,2.50147068
1,2023/6/13,2.64031955
1,2023/6/14,3.08529324
1,2023/6/15,2.81032023
1,2023/6/16,2.98588273
1,2023/6/17,1.2056228
1,2023/6/18,1.5632085
1,2023/6/19,2.38354886
1,2023/6/20,2.23975615
1,2023/6/21,2.25287418
1,2023/6/22,2.55461696
1,2023/6/23,2.97703438
1,2023/6/24,3.3429909
1,2023/6/25,2.82228657
1,2023/6/26,2.70475801
1,2023/6/27,3.02217501
1,2023/6/28,6
1,2023/6/29,6
1,2023/6/30,6
1,2023/7/1,6
1,2023/7/2,6
1,2023/7/3,6
1,2023/7/4,6
1,2023/7/5,6
1,2023/7/6,6
1,2023/7/7,6
1,2023/7/8,6
1,2023/7/9,6
1,2023/7/10,6
1,2023/7/11,6
1,2023/7/12,6
1,2023/7/13,6
1,2023/7/14,6
1,2023/7/15,6
1,2023/7/16,6
1,2023/7/17,6
1,2023/7/18,6
1,2023/7/19,6
1,2023/7/20,6
1,2023/7/21,6
1,2023/7/22,6
1,2023/7/23,6
1,2023/7/24,6
1,2023/7/25,6
1,2023/7/26,6
1,2023/7/27,6
